VarName,TimeString,VarValue,Validity,Time_ms
DRIVE 1 ACTUAL POWER,30/03/2017 16:04:27,0,1,42824669759
DRIVE 1 ACTUAL POWER,30/03/2017 16:05:27,0,1,42824670453
DRIVE 1 ACTUAL POWER,30/03/2017 16:06:27,0,1,42824671148
DRIVE 1 ACTUAL POWER,30/03/2017 16:07:27,0,1,42824671842
DRIVE 1 ACTUAL POWER,30/03/2017 16:08:27,0,1,42824672537
DRIVE 1 ACTUAL POWER,30/03/2017 16:09:27,0,1,42824673231
DRIVE 1 ACTUAL POWER,30/03/2017 16:10:27,0,1,42824673926
DRIVE 1 ACTUAL POWER,30/03/2017 16:11:27,0,1,42824674620
DRIVE 1 ACTUAL POWER,30/03/2017 16:12:27,0,1,42824675314
DRIVE 1 ACTUAL POWER,30/03/2017 16:13:27,0,1,42824676009
DRIVE 1 ACTUAL POWER,30/03/2017 16:14:27,0,1,42824676702
DRIVE 1 ACTUAL POWER,30/03/2017 16:15:27,0,1,42824677397
DRIVE 1 ACTUAL POWER,30/03/2017 16:16:27,0,1,42824678091
DRIVE 1 ACTUAL POWER,30/03/2017 16:17:27,0,1,42824678786
DRIVE 1 ACTUAL POWER,30/03/2017 16:18:27,0,1,42824679480
DRIVE 1 ACTUAL POWER,30/03/2017 16:19:27,0,1,42824680175
DRIVE 1 ACTUAL POWER,30/03/2017 16:20:27,0,1,42824680869
DRIVE 1 ACTUAL POWER,30/03/2017 16:21:27,0,1,42824681564
DRIVE 1 ACTUAL POWER,30/03/2017 16:22:27,0,1,42824682258
DRIVE 1 ACTUAL POWER,30/03/2017 16:23:27,0,1,42824682953
DRIVE 1 ACTUAL POWER,30/03/2017 16:24:27,0,1,42824683647
DRIVE 1 ACTUAL POWER,30/03/2017 16:25:27,0,1,42824684342
DRIVE 1 ACTUAL POWER,30/03/2017 16:26:27,0,1,42824685036
DRIVE 1 ACTUAL POWER,30/03/2017 16:27:27,0.352722,1,42824685731
DRIVE 1 ACTUAL POWER,30/03/2017 16:28:27,0,1,42824686425
DRIVE 1 ACTUAL POWER,30/03/2017 16:29:27,0,1,42824687120
DRIVE 1 ACTUAL POWER,30/03/2017 16:30:27,0,1,42824687814
DRIVE 1 ACTUAL POWER,30/03/2017 16:31:27,0,1,42824688509
DRIVE 1 ACTUAL POWER,30/03/2017 16:32:27,0,1,42824689203
DRIVE 1 ACTUAL POWER,30/03/2017 16:33:27,0,1,42824689898
DRIVE 1 ACTUAL POWER,30/03/2017 16:35:27,0,1,42824691287
DRIVE 1 ACTUAL POWER,30/03/2017 16:36:27,0,1,42824691981
DRIVE 1 ACTUAL POWER,30/03/2017 16:37:27,0,1,42824692676
DRIVE 1 ACTUAL POWER,30/03/2017 16:38:27,0,1,42824693369
DRIVE 1 ACTUAL POWER,30/03/2017 16:39:27,0,1,42824694063
DRIVE 1 ACTUAL POWER,30/03/2017 16:40:27,0,1,42824694758
DRIVE 1 ACTUAL POWER,30/03/2017 16:41:27,0.9002623,1,42824695452
DRIVE 1 ACTUAL POWER,30/03/2017 16:42:27,0.2497213,1,42824696147
DRIVE 1 ACTUAL POWER,30/03/2017 16:43:27,5.73E-02,1,42824696841
DRIVE 1 ACTUAL POWER,30/03/2017 16:44:27,0.319182,1,42824697536
DRIVE 1 ACTUAL POWER,30/03/2017 16:45:27,0.3384,1,42824698230
DRIVE 1 ACTUAL POWER,30/03/2017 16:46:27,0,1,42824698925
DRIVE 1 ACTUAL POWER,30/03/2017 16:47:27,0.182077,1,42824699619
DRIVE 1 ACTUAL POWER,30/03/2017 16:48:27,0.1952015,1,42824700314
$RT_OFF$,30/03/2017 16:49:12,0,2,42824700831
DRIVE 1 ACTUAL POWER,31/03/2017 09:43:36,0,1,42825405274
DRIVE 1 ACTUAL POWER,31/03/2017 09:44:36,0,1,42825405969
DRIVE 1 ACTUAL POWER,31/03/2017 09:45:36,0,1,42825406663
DRIVE 1 ACTUAL POWER,31/03/2017 09:46:36,0,1,42825407358
DRIVE 1 ACTUAL POWER,31/03/2017 09:47:36,0,1,42825408052
$RT_OFF$,31/03/2017 09:48:35,0,2,42825408737
$RT_OFF$,31/03/2017 09:58:06,0,2,42825415343
DRIVE 1 ACTUAL POWER,31/03/2017 10:00:03,0.1168689,1,42825416703
DRIVE 1 ACTUAL POWER,31/03/2017 10:01:03,0.2064084,1,42825417397
DRIVE 1 ACTUAL POWER,31/03/2017 10:02:03,0.3976095,1,42825418092
DRIVE 1 ACTUAL POWER,31/03/2017 10:03:03,0.1455761,1,42825418786
DRIVE 1 ACTUAL POWER,31/03/2017 10:04:03,-2.18E-14,1,42825419480
DRIVE 1 ACTUAL POWER,31/03/2017 10:05:03,0,1,42825420175
DRIVE 1 ACTUAL POWER,31/03/2017 10:06:03,0,1,42825420869
DRIVE 1 ACTUAL POWER,31/03/2017 10:07:03,0,1,42825421564
DRIVE 1 ACTUAL POWER,31/03/2017 10:08:03,0,1,42825422258
DRIVE 1 ACTUAL POWER,31/03/2017 10:09:03,0,1,42825422953
DRIVE 1 ACTUAL POWER,31/03/2017 10:10:03,0,1,42825423647
DRIVE 1 ACTUAL POWER,31/03/2017 10:11:03,0,1,42825424342
DRIVE 1 ACTUAL POWER,31/03/2017 10:12:03,0,1,42825425036
DRIVE 1 ACTUAL POWER,31/03/2017 10:13:03,0,1,42825425731
DRIVE 1 ACTUAL POWER,31/03/2017 10:14:03,0,1,42825426425
DRIVE 1 ACTUAL POWER,31/03/2017 10:15:03,0,1,42825427120
$RT_OFF$,31/03/2017 10:15:21,0,2,42825427324
DRIVE 1 ACTUAL POWER,31/03/2017 10:28:10,0,1,42825436224
DRIVE 1 ACTUAL POWER,31/03/2017 10:29:10,0,1,42825436919
DRIVE 1 ACTUAL POWER,31/03/2017 10:30:10,0,1,42825437613
$RT_OFF$,31/03/2017 10:30:13,0,2,42825437645
DRIVE 1 ACTUAL POWER,31/03/2017 10:31:22,0,1,42825438446
DRIVE 1 ACTUAL POWER,31/03/2017 10:32:22,0,1,42825439141
DRIVE 1 ACTUAL POWER,31/03/2017 10:33:22,0,1,42825439835
DRIVE 1 ACTUAL POWER,31/03/2017 10:34:22,0,1,42825440530
DRIVE 1 ACTUAL POWER,31/03/2017 10:35:22,0,1,42825441224
DRIVE 1 ACTUAL POWER,31/03/2017 10:36:22,0,1,42825441919
DRIVE 1 ACTUAL POWER,31/03/2017 10:37:22,0,1,42825442613
DRIVE 1 ACTUAL POWER,31/03/2017 10:38:22,0,1,42825443308
DRIVE 1 ACTUAL POWER,31/03/2017 10:39:22,0,1,42825444002
DRIVE 1 ACTUAL POWER,31/03/2017 10:40:22,0,1,42825444697
DRIVE 1 ACTUAL POWER,31/03/2017 10:41:22,0,1,42825445391
DRIVE 1 ACTUAL POWER,31/03/2017 10:42:22,0,1,42825446086
DRIVE 1 ACTUAL POWER,31/03/2017 10:43:22,0,1,42825446780
DRIVE 1 ACTUAL POWER,31/03/2017 10:44:22,0,1,42825447475
DRIVE 1 ACTUAL POWER,31/03/2017 10:45:22,0,1,42825448169
DRIVE 1 ACTUAL POWER,31/03/2017 10:46:22,0,1,42825448864
DRIVE 1 ACTUAL POWER,31/03/2017 10:47:22,0,1,42825449558
DRIVE 1 ACTUAL POWER,31/03/2017 10:48:22,2.749184,1,42825450253
DRIVE 1 ACTUAL POWER,31/03/2017 10:49:22,0,1,42825450947
DRIVE 1 ACTUAL POWER,31/03/2017 10:50:22,0,1,42825451642
DRIVE 1 ACTUAL POWER,31/03/2017 10:51:22,0.105314,1,42825452336
DRIVE 1 ACTUAL POWER,31/03/2017 10:52:22,0.4624176,1,42825453031
DRIVE 1 ACTUAL POWER,31/03/2017 10:53:22,0.776435,1,42825453725
DRIVE 1 ACTUAL POWER,31/03/2017 10:54:22,-1.09E-37,1,42825454420
